date,equipment,category,condition,part,part_number,quantity,reason,anomaly
"2026-08-02","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-03","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.1","Routine issue","false"
"2026-08-04","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-05","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-06","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.5","Anomaly","true"
"2026-08-07","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-08","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-09","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.1","Routine issue","false"
"2026-08-10","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-11","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-12","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.1","Routine issue","false"
"2026-08-13","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-14","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.1","Routine issue","false"
"2026-08-15","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-16","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-17","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.5","Maintenance spike","false"
"2026-08-18","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-19","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-20","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.1","Routine issue","false"
"2026-08-21","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-22","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-23","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-24","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-25","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.1","Routine issue","false"
"2026-08-26","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.1","Routine issue","false"
"2026-08-27","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-28","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-29","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-30","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-08-31","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-01","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-02","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-03","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-04","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-05","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.1","Routine issue","false"
"2026-09-06","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-07","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-08","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-09","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-10","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.5","Anomaly","true"
"2026-09-11","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-09-12","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.1","Routine issue","false"
"2026-09-13","UG-LW-01","Underground Mining Equipment","Fair","Hydraulic hose assembly","UG-HOS-LW1","0.2","Routine issue","false"
"2026-03-18","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-19","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-20","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-21","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-22","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-23","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.3","Maintenance spike","false"
"2026-03-24","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-25","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-26","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-27","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-28","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-29","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-30","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-03-31","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-01","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-02","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-03","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-04","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-05","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-06","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-07","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-08","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-09","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-10","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-11","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-12","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-13","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-14","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-15","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-16","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-17","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-18","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-19","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-20","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-21","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-22","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-23","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-24","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-25","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-26","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-27","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-28","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-04-29","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.3","Maintenance spike","false"
"2026-04-30","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-01","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-02","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-03","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-04","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-05","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-06","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-07","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-08","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-09","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-10","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-11","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-12","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-13","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-14","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-15","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-16","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-17","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-18","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-19","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-20","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-21","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-22","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-23","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-24","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-25","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-26","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-27","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-28","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-29","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-30","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-05-31","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-01","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-02","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-03","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-04","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-05","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.3","Maintenance spike","false"
"2026-06-06","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-07","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-08","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-09","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-10","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-11","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-12","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-13","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-14","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-15","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-16","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-17","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-18","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-19","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-20","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-21","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-22","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-23","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-24","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-25","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-26","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-27","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-28","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-29","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-06-30","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-01","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-02","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-03","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-04","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-05","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-06","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-07","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-08","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-09","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-10","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-11","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-12","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.3","Maintenance spike","false"
"2026-07-13","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-14","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-15","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-16","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-17","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-18","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-19","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-20","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-21","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-22","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-23","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.3","Anomaly","true"
"2026-07-24","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.3","Anomaly","true"
"2026-07-25","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-26","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-27","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-28","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-29","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-30","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-07-31","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-01","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-02","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-03","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-04","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-05","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-06","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-07","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-08","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-09","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-10","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-11","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-12","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-13","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-14","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-15","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-16","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-17","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-18","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.3","Maintenance spike","false"
"2026-08-19","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-20","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-21","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-22","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-23","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-24","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-25","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-26","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-27","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-28","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-29","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-30","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-08-31","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-09-01","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-09-02","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-09-03","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-09-04","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-09-05","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-09-06","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-09-07","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
"2026-09-08","PR-CR-01","Processing & Support Equipment","Good","Hydraulic accumulator","PR-ACC-450","0.1","Routine issue","false"
